Name,Age,Gender,Country,State,City,Parent Occupation,Earning Class,Level of Student,Level of Course,Course Name,Assessment Score,Study Time per Day (hrs),Material Name,Material Level,IQ of Student
Anjali Sarin,16,Male,India,Uttar Pradesh,Kanpur,Engineer,Middle,8,3,Mathematics,82,3.8,Textbook,3,122
Dhriti Majumdar,10,Female,India,Uttar Pradesh,Varanasi,Software Developer,Middle,5,3,History,97,3.9,Textbook,3,82
Gaurika Bhatnagar,12,Male,India,West Bengal,Kolkata,Farmer,High,8,2,Science,60,4.7,Video Lesson,3,83
Aarini Apte,16,Other,India,Maharashtra,Mumbai,Government Employee,Low,7,1,Science,26,1.8,Interactive Quiz,2,139
Yadavi Keer,13,Female,India,Uttar Pradesh,Kanpur,Engineer,Middle,7,1,Computer Science,76,2.5,Interactive Quiz,3,93
Yutika Gill,14,Female,India,Uttar Pradesh,Varanasi,Business Owner,Low,4,1,Mathematics,37,2.8,E-Book,2,99
Yashawini Oommen,17,Female,India,Karnataka,Mysore,Engineer,Middle,7,4,English,87,2.5,Interactive Quiz,1,106
Amruta Srinivasan,17,Female,India,Karnataka,Bangalore,Business Owner,Low,11,2,English,6,2.8,Textbook,2,93
Hredhaan Mistry,16,Other,India,Maharashtra,Nagpur,Farmer,High,1,5,English,3,1.5,Textbook,1,100
Fitan Sibal,12,Other,India,Uttar Pradesh,Lucknow,Business Owner,Low,10,3,English,47,3.2,E-Book,1,109
Girik Shenoy,13,Female,India,Rajasthan,Jaipur,Business Owner,Middle,7,3,Mathematics,38,3.7,Video Lesson,1,100
Victor Dalal,12,Female,India,Rajasthan,Udaipur,Government Employee,Middle,8,5,Science,94,1.6,Video Lesson,2,140
Siya Choudhury,18,Male,India,Rajasthan,Udaipur,Engineer,Low,12,4,Computer Science,94,4.2,Textbook,3,110
Turvi Jaggi,17,Other,India,Tamil Nadu,Chennai,Government Employee,Low,9,5,Mathematics,27,2.1,Interactive Quiz,1,94
Nidra Bhagat,10,Male,India,Karnataka,Bangalore,Government Employee,High,2,5,Mathematics,18,2.4,E-Book,2,106
Lila Thaker,17,Other,India,West Bengal,Kolkata,Doctor,Low,11,5,History,49,1.8,E-Book,3,114
Leena Kapur,16,Female,India,Tamil Nadu,Coimbatore,Doctor,Middle,8,5,English,6,2.3,Textbook,2,81
Mekhala Bajwa,17,Male,India,Tamil Nadu,Coimbatore,Software Developer,High,10,4,Mathematics,7,4.6,Video Lesson,3,103
Unnati Modi,18,Female,India,Maharashtra,Mumbai,Teacher,High,2,4,Mathematics,66,1.1,Textbook,1,100
Girish Chatterjee,13,Male,India,Uttar Pradesh,Varanasi,Business Owner,High,3,5,Computer Science,80,2.8,Textbook,1,85
Pranit Muni,10,Male,India,Rajasthan,Udaipur,Teacher,Low,4,3,Science,37,2.3,Video Lesson,2,100
Tanvi Wadhwa,15,Female,India,Gujarat,Ahmedabad,Teacher,High,5,2,Science,76,2.5,Interactive Quiz,2,128
Ishaan Bhakta,12,Male,India,Uttar Pradesh,Varanasi,Farmer,Middle,7,1,Mathematics,46,4.0,E-Book,2,115
Chameli Bal,11,Male,India,Karnataka,Bangalore,Doctor,High,7,3,Mathematics,81,2.8,Video Lesson,3,80
Charita Lata,17,Male,India,Gujarat,Ahmedabad,Engineer,High,4,3,Computer Science,39,3.8,E-Book,2,123
Mekhala Upadhyay,10,Male,India,Karnataka,Bangalore,Government Employee,Low,3,5,History,78,4.4,Video Lesson,3,122
Januja Krishnan,18,Other,India,West Bengal,Siliguri,Government Employee,High,6,4,English,91,0.7,E-Book,2,98
Michael Zachariah,17,Male,India,Karnataka,Mysore,Doctor,Middle,8,3,History,34,3.5,Textbook,1,109
Ganga Menon,12,Other,India,Gujarat,Ahmedabad,Government Employee,Low,4,2,Science,42,3.6,Interactive Quiz,1,89
Radhika Dar,17,Male,India,West Bengal,Asansol,Engineer,Middle,5,1,Science,28,0.6,Video Lesson,1,92
Widisha Chada,14,Male,India,Karnataka,Bangalore,Government Employee,High,6,1,History,43,4.3,Interactive Quiz,1,90
Jeremiah Kadakia,10,Female,India,West Bengal,Kolkata,Engineer,High,11,2,English,54,2.7,E-Book,3,140
Nakul Bhandari,18,Other,India,West Bengal,Kolkata,Government Employee,Middle,8,5,History,57,3.5,Video Lesson,2,97
Jagvi Sen,14,Male,India,West Bengal,Kolkata,Software Developer,Middle,10,5,Science,37,4.2,Interactive Quiz,1,107
Tanveer Chawla,15,Male,India,Rajasthan,Jodhpur,Government Employee,Low,6,4,History,50,4.2,Textbook,2,106
Veer Singh,13,Male,India,Gujarat,Surat,Government Employee,High,8,4,Computer Science,9,3.7,Interactive Quiz,3,136
Vrishti Padmanabhan,13,Female,India,Maharashtra,Mumbai,Government Employee,High,4,3,Mathematics,32,1.7,Interactive Quiz,1,130
Oliver Shere,18,Other,India,Rajasthan,Udaipur,Farmer,High,6,4,Computer Science,17,1.4,E-Book,1,90
Jai Bhavsar,13,Male,India,Rajasthan,Udaipur,Government Employee,Low,9,3,History,88,1.3,Interactive Quiz,1,85
Krish Mallick,12,Male,India,Uttar Pradesh,Kanpur,Business Owner,Middle,10,5,English,28,3.1,Interactive Quiz,3,97
Owen Sangha,15,Other,India,Gujarat,Surat,Farmer,Low,5,4,Science,61,2.5,Textbook,3,88
Kamya Parikh,10,Female,India,West Bengal,Siliguri,Teacher,Low,12,2,Science,50,3.2,E-Book,3,92
Brinda Mallick,14,Female,India,West Bengal,Siliguri,Software Developer,Middle,6,1,Science,75,2.2,Textbook,1,106
Inaya Bhakta,17,Other,India,Uttar Pradesh,Lucknow,Business Owner,Middle,5,2,History,65,2.3,Textbook,2,88
Kamala Sangha,13,Female,India,Rajasthan,Jodhpur,Doctor,Middle,10,3,Science,97,2.9,Video Lesson,2,127
Jonathan Contractor,10,Other,India,Tamil Nadu,Chennai,Teacher,Low,4,1,English,42,3.7,E-Book,1,94
Banjeet Barad,15,Male,India,Tamil Nadu,Madurai,Government Employee,Middle,12,3,English,51,3.6,Textbook,2,92
Bahadurjit Jha,16,Female,India,Tamil Nadu,Coimbatore,Software Developer,Middle,2,1,English,9,2.4,Interactive Quiz,1,136
Aarav Sastry,18,Female,India,Karnataka,Hubli,Farmer,Middle,12,2,Mathematics,1,4.5,Textbook,3,110
Sara Anne,12,Other,India,Rajasthan,Jodhpur,Software Developer,Middle,3,3,Computer Science,41,2.6,Video Lesson,2,135
Sanya Badal,17,Female,India,Tamil Nadu,Coimbatore,Government Employee,High,8,3,Science,96,1.8,Interactive Quiz,1,134
Joshua Bhalla,16,Female,India,Tamil Nadu,Madurai,Engineer,High,7,1,Computer Science,100,2.3,Video Lesson,3,138
Bahadurjit Nagarajan,13,Male,India,Rajasthan,Udaipur,Engineer,High,4,3,English,52,0.8,Video Lesson,1,140
Meghana Mital,17,Other,India,Rajasthan,Udaipur,Teacher,Low,4,1,History,47,3.2,E-Book,1,88
Forum Verma,12,Female,India,West Bengal,Kolkata,Engineer,Middle,2,5,Science,71,2.4,Textbook,3,115
Zehaan Manda,17,Male,India,West Bengal,Siliguri,Software Developer,Low,8,2,Science,8,1.1,E-Book,3,125
Odika Yogi,11,Other,India,Karnataka,Bangalore,Engineer,High,6,1,English,21,4.4,Textbook,2,101
Jasmit Sawhney,11,Male,India,Karnataka,Hubli,Farmer,High,1,2,English,45,2.6,Video Lesson,1,96
Vanya Ratta,13,Male,India,Gujarat,Surat,Business Owner,Middle,4,5,History,7,1.4,Interactive Quiz,1,121
Jeet Peri,14,Female,India,Maharashtra,Pune,Farmer,High,11,1,Mathematics,65,4.4,Interactive Quiz,3,128
Vritti Chokshi,13,Male,India,Karnataka,Mysore,Farmer,Low,7,4,English,19,4.6,E-Book,1,119
Madhavi Nagarajan,14,Male,India,Karnataka,Mysore,Teacher,Low,6,5,History,34,1.1,Interactive Quiz,1,123
Logan Ray,16,Female,India,Maharashtra,Mumbai,Doctor,Middle,7,2,Science,95,3.6,Video Lesson,2,87
Kiaan Talwar,13,Other,India,Tamil Nadu,Chennai,Farmer,Middle,3,1,Mathematics,74,2.7,E-Book,1,96
Kalpit Majumdar,15,Male,India,West Bengal,Siliguri,Farmer,Low,12,1,Computer Science,46,2.8,E-Book,2,121
Bakhshi Edwin,11,Female,India,Maharashtra,Pune,Government Employee,Low,6,2,History,25,3.2,Video Lesson,3,91
Charan Loyal,16,Male,India,West Bengal,Asansol,Farmer,Low,12,2,Mathematics,45,3.2,Interactive Quiz,2,112
Nikita Sama,12,Male,India,Tamil Nadu,Chennai,Farmer,Low,10,3,Computer Science,34,4.1,Video Lesson,2,109
Sanya Chandran,11,Male,India,Maharashtra,Mumbai,Government Employee,Middle,3,2,Computer Science,66,3.3,Textbook,3,131
Samesh Guha,13,Other,India,Karnataka,Bangalore,Government Employee,Middle,6,2,History,77,2.9,E-Book,1,88
Manya Choudhry,18,Other,India,Gujarat,Ahmedabad,Government Employee,High,12,3,Science,92,1.7,Interactive Quiz,2,140
Yagnesh Contractor,15,Female,India,Rajasthan,Jaipur,Farmer,High,7,5,English,74,1.8,Textbook,2,118
Lila Kulkarni,14,Female,India,West Bengal,Asansol,Doctor,Middle,6,2,Computer Science,82,3.0,Textbook,3,95
Jeet Tandon,15,Female,India,Gujarat,Vadodara,Doctor,High,11,5,English,90,2.1,Video Lesson,1,120
Caleb Mahajan,17,Male,India,Tamil Nadu,Chennai,Government Employee,Middle,7,2,Computer Science,60,1.4,E-Book,3,102
Jai Ghosh,18,Female,India,Karnataka,Hubli,Doctor,Middle,7,5,English,66,2.9,Video Lesson,3,111
Ati Bansal,13,Other,India,Maharashtra,Nagpur,Engineer,High,10,5,Computer Science,41,3.6,Textbook,1,101
Pahal Chauhan,13,Other,India,West Bengal,Kolkata,Business Owner,High,3,5,Science,90,2.9,E-Book,1,124
Kamala Seth,16,Female,India,Maharashtra,Pune,Government Employee,Middle,6,1,Mathematics,30,0.9,Interactive Quiz,2,89
Ojas Kadakia,14,Male,India,Tamil Nadu,Coimbatore,Software Developer,Middle,3,5,Mathematics,54,2.3,E-Book,3,88
Yug Bhandari,15,Other,India,Uttar Pradesh,Varanasi,Government Employee,High,7,3,Mathematics,88,3.2,Interactive Quiz,1,128
Amara Srinivas,10,Female,India,Maharashtra,Mumbai,Doctor,High,2,4,Science,79,2.9,E-Book,3,127
Mitali Kadakia,16,Other,India,Gujarat,Surat,Software Developer,High,6,3,Mathematics,94,4.5,Interactive Quiz,2,138
Charita Sane,12,Male,India,Uttar Pradesh,Varanasi,Engineer,High,11,4,History,67,4.5,Textbook,2,85
Harish Dugar,11,Other,India,Maharashtra,Pune,Farmer,Low,12,1,Science,41,2.7,Interactive Quiz,1,99
Karan Vora,15,Female,India,Karnataka,Bangalore,Teacher,Middle,2,3,English,28,4.0,Video Lesson,2,99
Chanchal Lad,12,Other,India,Maharashtra,Nagpur,Government Employee,Middle,6,5,English,83,2.2,Interactive Quiz,1,82
Warhi Dewan,10,Female,India,Karnataka,Mysore,Engineer,High,1,1,Mathematics,69,2.5,Interactive Quiz,3,110
Vasudha Apte,17,Other,India,Karnataka,Hubli,Software Developer,Middle,7,1,Mathematics,73,0.6,Interactive Quiz,3,130
Dalbir Deo,12,Female,India,Rajasthan,Jodhpur,Teacher,Low,9,1,Computer Science,69,4.1,Interactive Quiz,2,83
Christopher Chakraborty,13,Male,India,Rajasthan,Jodhpur,Engineer,Middle,12,4,Mathematics,42,4.7,E-Book,2,123
Om Atwal,16,Other,India,Gujarat,Vadodara,Business Owner,High,1,1,English,94,4.0,Video Lesson,2,124
Shivansh Din,17,Other,India,Rajasthan,Jaipur,Teacher,Low,4,1,History,34,1.6,E-Book,2,125
Ladli Roy,18,Other,India,West Bengal,Siliguri,Software Developer,Middle,6,2,Computer Science,91,3.7,Video Lesson,1,132
Qabil Sridhar,16,Female,India,Rajasthan,Jodhpur,Business Owner,Low,12,1,English,60,2.5,Textbook,1,119
Parth Nagi,13,Female,India,Maharashtra,Pune,Government Employee,High,3,2,English,89,1.2,E-Book,1,109
Manbir Yogi,15,Male,India,Maharashtra,Mumbai,Engineer,High,7,4,History,3,3.6,E-Book,2,108
Chanchal Gaba,10,Female,India,Tamil Nadu,Chennai,Business Owner,Low,11,5,History,68,1.5,Video Lesson,3,105
Yasti Pall,13,Female,India,West Bengal,Siliguri,Doctor,Middle,10,1,English,45,1.9,Textbook,1,125
Ucchal Gala,16,Other,India,Gujarat,Ahmedabad,Business Owner,Middle,7,3,History,80,4.8,Video Lesson,1,126
Chasmum Divan,16,Male,India,Tamil Nadu,Chennai,Business Owner,Low,3,4,Computer Science,82,1.1,E-Book,3,91
Ekalinga Nori,10,Female,India,Maharashtra,Pune,Software Developer,Low,2,1,Computer Science,55,4.1,Textbook,3,119
Parth Palla,10,Male,India,West Bengal,Kolkata,Teacher,Low,2,3,English,53,2.3,Textbook,3,112
Pooja Babu,15,Female,India,Gujarat,Vadodara,Engineer,High,12,5,History,20,1.6,Textbook,1,103
Noah Saraf,18,Female,India,Maharashtra,Mumbai,Doctor,Low,10,5,Science,76,1.5,Video Lesson,1,80
Patrick Som,11,Other,India,Tamil Nadu,Madurai,Doctor,High,2,3,Computer Science,97,4.2,Interactive Quiz,2,84
Bhavika Gera,14,Other,India,Gujarat,Vadodara,Doctor,Middle,8,4,Computer Science,96,2.0,Video Lesson,3,126
Aarav Biswas,11,Female,India,Rajasthan,Udaipur,Farmer,High,2,4,English,60,3.6,Video Lesson,2,87
Oviya Kota,16,Female,India,Gujarat,Ahmedabad,Business Owner,Low,2,4,Mathematics,77,3.6,Textbook,2,108
Arya Sahni,12,Male,India,Maharashtra,Mumbai,Farmer,Middle,8,5,Science,36,1.8,Video Lesson,1,136
Bhavani Mahajan,17,Other,India,Gujarat,Vadodara,Government Employee,Low,5,1,Science,9,4.5,E-Book,1,128
Maanav Maharaj,11,Other,India,Uttar Pradesh,Kanpur,Engineer,Low,8,3,English,85,2.2,Textbook,2,119
Maya Varma,17,Male,India,Karnataka,Bangalore,Business Owner,Middle,2,4,Science,28,2.1,Video Lesson,1,84
Max Sarkar,15,Other,India,West Bengal,Kolkata,Business Owner,Middle,12,5,History,13,1.6,Video Lesson,1,93
Harish Mitter,15,Other,India,Rajasthan,Jodhpur,Teacher,Middle,3,5,Science,48,1.4,Video Lesson,3,90
Ati Deol,10,Female,India,West Bengal,Siliguri,Software Developer,High,8,3,History,38,2.4,Interactive Quiz,2,92
Samar Dara,12,Female,India,Karnataka,Hubli,Software Developer,Low,11,1,Science,66,2.9,Video Lesson,1,86
Varsha Nayak,18,Male,India,Rajasthan,Jodhpur,Government Employee,High,9,4,Science,95,2.7,Video Lesson,2,93
Riya Majumdar,10,Other,India,Rajasthan,Jodhpur,Business Owner,High,3,1,Science,95,4.3,Textbook,3,96
Qadim Banerjee,16,Male,India,West Bengal,Kolkata,Software Developer,Low,10,5,History,58,3.2,Video Lesson,1,127
Prisha Brar,10,Female,India,Maharashtra,Mumbai,Doctor,High,2,4,Mathematics,99,4.2,Video Lesson,1,137
Warda Sathe,16,Female,India,Uttar Pradesh,Lucknow,Business Owner,Low,7,2,Science,68,3.1,Textbook,3,128
Upasna Sood,16,Male,India,Uttar Pradesh,Kanpur,Software Developer,High,4,2,Science,72,2.9,E-Book,2,121
Wakeeta Kothari,11,Male,India,West Bengal,Siliguri,Farmer,Low,5,5,History,46,4.3,Video Lesson,1,99
Ekaja Chakraborty,12,Male,India,Uttar Pradesh,Lucknow,Government Employee,High,9,4,Mathematics,71,4.5,Interactive Quiz,1,111
Shaurya Warrior,14,Male,India,West Bengal,Kolkata,Teacher,Low,12,5,English,0,4.6,Interactive Quiz,3,132
Sanaya Mohanty,12,Male,India,Maharashtra,Nagpur,Business Owner,High,8,3,Science,98,1.4,Video Lesson,3,90
Quincy Naik,11,Male,India,Uttar Pradesh,Lucknow,Farmer,Low,5,4,History,85,1.4,E-Book,2,88
Yashawini Bajwa,11,Female,India,Karnataka,Bangalore,Teacher,High,2,1,History,1,0.8,Video Lesson,2,133
Chatura Kadakia,12,Female,India,Maharashtra,Nagpur,Software Developer,Middle,2,1,Computer Science,4,1.4,E-Book,2,133
Aarush Bhatt,16,Female,India,Maharashtra,Pune,Farmer,High,4,3,Computer Science,26,2.3,Textbook,1,139
Banjeet Mutti,13,Female,India,Tamil Nadu,Chennai,Engineer,Middle,11,1,Mathematics,24,2.8,Textbook,3,124
Isaac Shanker,13,Male,India,Karnataka,Mysore,Government Employee,Low,4,1,Science,35,4.3,Interactive Quiz,1,116
Yashawini Kulkarni,15,Male,India,Rajasthan,Jaipur,Farmer,High,8,3,Computer Science,35,2.8,Textbook,2,110
Indrajit Singhal,17,Other,India,Karnataka,Hubli,Business Owner,Low,4,4,English,96,2.2,Video Lesson,2,89
Yashvi Shanker,12,Other,India,Tamil Nadu,Madurai,Teacher,High,4,3,History,91,0.8,E-Book,2,120
Yash Sehgal,16,Other,India,Tamil Nadu,Madurai,Doctor,Middle,12,1,Mathematics,53,2.5,Interactive Quiz,3,104
Chaman Date,14,Male,India,Gujarat,Surat,Doctor,High,12,2,Computer Science,16,0.9,Video Lesson,1,103
Indali Gupta,16,Other,India,Gujarat,Surat,Teacher,High,5,2,English,97,0.9,E-Book,1,80
Yashica Gara,17,Male,India,Rajasthan,Jodhpur,Software Developer,Middle,3,4,Computer Science,77,1.6,Interactive Quiz,3,80
Divya Varkey,13,Male,India,Tamil Nadu,Madurai,Doctor,Low,10,1,Mathematics,46,3.4,Interactive Quiz,2,110
Krish Varghese,11,Other,India,Rajasthan,Jaipur,Teacher,Low,12,1,Science,75,0.6,Interactive Quiz,1,115
Tanvi Chhabra,10,Female,India,Karnataka,Bangalore,Teacher,High,10,2,English,89,1.1,Video Lesson,2,99
Tristan Kibe,18,Female,India,Rajasthan,Udaipur,Government Employee,Middle,7,5,History,40,1.6,Textbook,3,113
Nilima Sem,16,Female,India,Rajasthan,Jaipur,Engineer,Middle,8,5,Mathematics,97,0.8,Textbook,1,110
Dakshesh Krish,17,Female,India,Uttar Pradesh,Varanasi,Engineer,Low,11,3,Science,47,2.1,Interactive Quiz,1,111
Jalsa Mand,16,Female,India,Rajasthan,Jaipur,Teacher,Low,11,3,Science,99,2.3,Textbook,3,136
Upkaar Sarin,16,Male,India,Uttar Pradesh,Lucknow,Doctor,High,3,1,Mathematics,35,3.9,Interactive Quiz,2,81
Darsh Bhat,15,Male,India,Tamil Nadu,Coimbatore,Farmer,Low,4,4,Computer Science,50,3.8,Textbook,2,116
Jyoti Biswas,18,Female,India,West Bengal,Siliguri,Software Developer,Low,7,2,Computer Science,45,2.0,Video Lesson,1,89
Anamika Madan,11,Male,India,West Bengal,Siliguri,Government Employee,Middle,5,5,Science,22,4.3,Interactive Quiz,3,110
Hitesh Ganguly,18,Male,India,Tamil Nadu,Chennai,Business Owner,High,10,4,History,92,3.3,Video Lesson,3,118
Indira Wagle,10,Female,India,West Bengal,Kolkata,Business Owner,Middle,1,1,Mathematics,18,2.8,Interactive Quiz,2,97
Zarna Goswami,17,Female,India,Rajasthan,Udaipur,Software Developer,Low,11,1,Mathematics,40,2.8,Textbook,3,104
Gopal Grover,16,Other,India,Gujarat,Vadodara,Software Developer,Low,5,2,History,5,1.6,Interactive Quiz,3,101
Hardik Banerjee,18,Male,India,Maharashtra,Mumbai,Government Employee,Low,8,2,Computer Science,9,2.7,Textbook,3,118
Lohit Aurora,10,Male,India,West Bengal,Kolkata,Business Owner,High,10,2,English,39,2.7,E-Book,1,84
Yashoda Bhavsar,13,Female,India,Tamil Nadu,Chennai,Teacher,Middle,5,2,History,13,1.0,Interactive Quiz,2,103
Dalbir Taneja,12,Other,India,Maharashtra,Nagpur,Teacher,High,5,4,Mathematics,100,3.3,Interactive Quiz,2,84
Unni Dutta,17,Female,India,Karnataka,Bangalore,Business Owner,Middle,2,2,Mathematics,91,0.8,Textbook,3,84
Dalbir Malhotra,12,Male,India,Uttar Pradesh,Lucknow,Farmer,High,10,3,Science,91,2.4,Video Lesson,1,105
Sanya Brar,11,Other,India,Tamil Nadu,Coimbatore,Business Owner,High,5,5,Computer Science,49,2.8,Interactive Quiz,3,139
Ekansh Raju,16,Other,India,West Bengal,Kolkata,Engineer,High,2,5,Mathematics,45,4.6,Video Lesson,1,133
Lajita Tailor,12,Other,India,West Bengal,Asansol,Farmer,Low,6,1,Mathematics,22,1.0,Interactive Quiz,1,89
Suhani Sampath,17,Female,India,Gujarat,Ahmedabad,Government Employee,Low,12,1,Computer Science,67,3.2,Interactive Quiz,1,103
Dominic Lala,10,Male,India,Karnataka,Mysore,Engineer,Middle,3,1,History,93,3.7,Video Lesson,2,112
Hemani Chahal,12,Male,India,Uttar Pradesh,Varanasi,Engineer,High,6,3,History,0,1.9,Interactive Quiz,1,99
Anay Yadav,11,Female,India,Gujarat,Ahmedabad,Engineer,High,12,2,History,20,1.8,Textbook,1,92
Hredhaan Buch,17,Other,India,Gujarat,Ahmedabad,Doctor,High,12,4,Mathematics,73,3.9,Textbook,1,112
Radhika Zacharia,17,Other,India,Maharashtra,Pune,Business Owner,Middle,7,5,History,22,0.9,Video Lesson,1,114
Mekhala Boase,10,Male,India,Karnataka,Hubli,Teacher,Low,10,2,History,50,1.1,Video Lesson,1,106
Bina Dey,18,Male,India,Tamil Nadu,Chennai,Teacher,Low,2,4,Computer Science,35,4.7,Textbook,1,106
Chakradev Nagi,15,Male,India,Karnataka,Mysore,Engineer,Middle,2,4,Science,2,2.9,Interactive Quiz,2,104
Ekbal Comar,15,Female,India,Uttar Pradesh,Kanpur,Farmer,Middle,12,4,English,31,4.3,E-Book,3,98
Hamsini Suri,16,Other,India,Maharashtra,Nagpur,Engineer,Low,8,4,Science,22,4.2,E-Book,2,87
Manthan Pillai,15,Male,India,Tamil Nadu,Chennai,Doctor,Low,9,4,History,76,2.5,E-Book,3,116
Frederick Comar,13,Male,India,Uttar Pradesh,Lucknow,Farmer,High,3,1,Mathematics,20,2.2,Interactive Quiz,1,108
Triveni Shah,14,Female,India,Rajasthan,Jaipur,Teacher,Middle,1,3,Science,63,1.4,Video Lesson,2,139
Anusha Apte,16,Male,India,Uttar Pradesh,Varanasi,Teacher,Low,3,1,History,34,3.9,Interactive Quiz,1,119
Ayushman Wali,15,Other,India,Karnataka,Hubli,Doctor,Middle,2,4,Computer Science,100,4.3,Textbook,2,135
Anika Karnik,18,Female,India,Karnataka,Bangalore,Engineer,High,1,5,History,47,0.7,E-Book,1,105
Nikita Chahal,11,Male,India,Karnataka,Bangalore,Government Employee,Low,7,4,English,48,2.9,Interactive Quiz,3,125
Aarav Kar,10,Female,India,Rajasthan,Udaipur,Business Owner,High,1,2,Science,54,4.2,Video Lesson,1,130
Urvi Deol,18,Female,India,Uttar Pradesh,Lucknow,Business Owner,Middle,4,2,Mathematics,2,4.6,Textbook,2,84
Vritti Hari,14,Other,India,Karnataka,Mysore,Teacher,High,10,3,Computer Science,75,2.1,E-Book,3,117
Praneel Kaur,13,Female,India,Maharashtra,Nagpur,Doctor,Low,5,3,Mathematics,34,2.7,Video Lesson,2,125
Agastya Savant,15,Other,India,Uttar Pradesh,Varanasi,Doctor,High,12,3,Science,88,3.6,Interactive Quiz,1,128
Tripti Raj,11,Other,India,Karnataka,Hubli,Teacher,Low,12,4,Science,7,1.9,Video Lesson,1,118
Eiravati Rajagopal,12,Other,India,Tamil Nadu,Coimbatore,Engineer,Middle,11,2,English,86,3.2,Textbook,1,93
Adweta Majumdar,13,Female,India,Gujarat,Vadodara,Farmer,Middle,1,4,Computer Science,8,0.8,Video Lesson,2,111
Abhiram Pal,15,Other,India,Maharashtra,Nagpur,Government Employee,High,3,4,Mathematics,83,0.5,Video Lesson,3,91
Manya Raval,14,Female,India,Rajasthan,Jodhpur,Farmer,Middle,4,1,English,67,3.5,Interactive Quiz,1,100
Gaurav Chhabra,15,Female,India,Rajasthan,Udaipur,Teacher,High,4,3,Science,43,2.2,Textbook,3,122
Vamakshi Luthra,12,Female,India,Gujarat,Vadodara,Engineer,Middle,4,3,Computer Science,44,1.9,Interactive Quiz,3,140
Agastya Prakash,12,Other,India,Tamil Nadu,Madurai,Government Employee,Middle,11,3,Science,70,4.2,Interactive Quiz,1,128
Niharika Shere,15,Male,India,Tamil Nadu,Chennai,Teacher,Middle,9,4,Mathematics,30,4.5,Video Lesson,1,132
Shravya Viswanathan,17,Other,India,Uttar Pradesh,Kanpur,Business Owner,Middle,7,5,Mathematics,3,1.9,Video Lesson,2,131
Ishaan Mitter,15,Male,India,Uttar Pradesh,Kanpur,Software Developer,Low,7,3,Mathematics,77,2.1,Interactive Quiz,2,128
Odika Roy,10,Other,India,Karnataka,Mysore,Teacher,Middle,12,1,Computer Science,96,2.9,E-Book,3,108
Anirudh Varughese,13,Other,India,Karnataka,Bangalore,Government Employee,Middle,10,3,Computer Science,72,1.3,Video Lesson,3,105
Atharv Majumdar,12,Other,India,Karnataka,Bangalore,Engineer,High,9,1,English,9,2.4,Video Lesson,2,122
Warjas Kapoor,13,Male,India,Rajasthan,Jodhpur,Business Owner,Low,5,4,English,76,4.5,Textbook,1,140
Raagini Chaudhuri,17,Other,India,Uttar Pradesh,Varanasi,Farmer,Low,4,1,History,1,1.1,E-Book,1,92
Jyoti Kumer,12,Female,India,Karnataka,Mysore,Government Employee,Low,8,4,History,1,3.7,E-Book,3,139
Ayushman Anand,11,Female,India,Maharashtra,Mumbai,Business Owner,Low,9,4,English,78,1.1,Interactive Quiz,3,129
Aarush Nadig,18,Female,India,Maharashtra,Mumbai,Teacher,High,8,4,History,81,3.9,E-Book,3,108
Jatin Hora,10,Female,India,Rajasthan,Udaipur,Business Owner,Middle,12,1,Mathematics,65,3.2,Interactive Quiz,1,92
Sai Mahal,17,Other,India,Uttar Pradesh,Kanpur,Software Developer,Low,8,4,Mathematics,73,0.5,Interactive Quiz,3,120
Irya Cherian,10,Male,India,West Bengal,Siliguri,Software Developer,High,3,2,Computer Science,44,1.6,E-Book,3,82
